awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T21:30:00,3182.616,6294.127,"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12496,52.9157,50.92203333333335,2023,"{'id': '363', 'name': 'Estádio Olímpico Nilton Santos', 'pitchLength': 105.0, 'pitchWidth': 68.0}",7.674,3238.805,"{'fps': 29.97, 'id': '9197', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4d94a5d5-f3be-486e-9223-9b6e3ec3a71e'}",1
"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T21:30:00,3134.801,6207.374,"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}",True,12497,52.08541666666667,51.00599999999999,2023,"{'id': '376', 'name': 'Estádio Nabi Abi Chedid', 'pitchLength': 110.0, 'pitchWidth': 68.0}",9.676,3147.014,"{'fps': 29.97, 'id': '9199', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a170230e-c50d-48ca-adc1-bdffd6f17453'}",1
"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#339900', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#339900'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T19:00:00,3219.82,6483.483,"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}",True,12498,53.60305,54.16248333333333,2023,"{'id': '369', 'name': 'Allianz Parque', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.637,3233.734,"{'fps': 29.97, 'id': '9245', 'videoUrl': 'epitome-staging.pff.com/en/film_room/77ac18ff-3cae-4801-a809-6ef1945eac64'}",1
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#005e4f', 'secondaryColor': '#005e4f', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T21:30:00,3044.845,6123.857,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': '3rd', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",False,12499,50.743516666666665,50.97486666666667,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",0.234,3065.365,"{'fps': 29.97, 'id': '9246', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0a5b4a21-2a59-457c-8150-8747af78ee6d'}",1
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T19:00:00,3056.523,6227.094,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#00f000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12500,48.8394,52.30286666666667,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",126.159,3088.922,"{'fps': 29.97, 'id': '9229', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b3039304-843c-4dfa-a5cf-63e1621efa15'}",1
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-16T19:00:00,3183.116,6430.797,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12501,53.00076666666666,54.04236666666666,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.07,3188.255,"{'fps': 29.97, 'id': '9211', 'videoUrl': 'epitome-staging.pff.com/en/film_room/df9121b2-a0c3-4497-a8af-11543fa3bf85'}",1
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-16T21:30:00,3160.06,6362.663,"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12502,52.6304,53.17873333333333,2023,"{'id': '359', 'name': 'Arena do Grêmio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.236,3171.939,"{'fps': 29.97, 'id': '9212', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f0ff3cb4-958f-4f0c-bd7a-d98a1d2d317c'}",1
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-16T19:00:00,2888.788,6019.086,"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Alt', 'primaryColor': '#DC143C', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#DC143C'}",True,12503,48.06695,52.08486666666667,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.771,2893.994,"{'fps': 29.97, 'id': '9205', 'videoUrl': 'epitome-staging.pff.com/en/film_room/660af1da-f413-4783-aaf0-f7adee0e35ef'}",1
"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-16T12:00:00,3214.515,6556.723,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Alt', 'primaryColor': '#000000', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12504,52.111,53.0942,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",87.855,3371.071,"{'fps': 29.97, 'id': '9206', 'videoUrl': 'epitome-staging.pff.com/en/film_room/65d64559-d7a4-4e26-82ea-f47cb019a11a'}",1
"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Away', 'primaryColor': '#f8f0e3', 'primaryTextColor': '#c20c18', 'secondaryColor': '#c20c18', 'secondaryTextColor': '#f8f0e3'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-15T21:30:00,3114.814,6492.059,"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}",False,12505,51.8713,55.88366666666666,2023,"{'id': '355', 'name': 'Arena Castelao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.536,3139.039,"{'fps': 29.97, 'id': '9200', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0c5cb23b-18cd-4cbe-b760-076288f5107e'}",1
"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-24T23:00:00,2971.271,6187.254,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#4169E1', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}",False,12506,47.67600000000001,51.72616666666666,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",110.711,3083.684,"{'fps': 29.97, 'id': '9436', 'videoUrl': 'epitome-staging.pff.com/en/film_room/143eee35-b863-43e2-aabe-0ccfc7ca5c0e'}",2
"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T12:00:00,2849.966,6129.429,"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}",False,12507,47.38876666666667,54.41996666666667,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",6.64,2864.231,"{'fps': 29.97, 'id': '9425', 'videoUrl': 'epitome-staging.pff.com/en/film_room/796a6d20-5786-4898-9e2e-d444e6932a9b'}",2
"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Alt', 'primaryColor': '#000000', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T19:00:00,2997.431,6019.586,"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12508,49.899350000000005,50.176833333333335,2023,"{'id': '367', 'name': 'Estadio Urbano Caldeira', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.47,3008.976,"{'fps': 29.97, 'id': '9427', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9c48dc26-992a-412c-86b5-7bae54e719ce'}",2
"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': '3rd', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-22T19:00:00,3184.885,6344.244,"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}",False,12509,52.114333333333335,51.945833333333326,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",58.025,3227.494,"{'fps': 29.97, 'id': '9422', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0119c122-9858-4ae0-9552-84d01dee6df6'}",2
"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': '3rd', 'primaryColor': '#00f000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#00f000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-22T21:30:00,3062.496,6170.17,"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12510,50.998783333333336,51.73451666666666,2023,"{'id': '370', 'name': 'Estadio do Morumbi', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.569,3066.099,"{'fps': 29.97, 'id': '9423', 'videoUrl': 'epitome-staging.pff.com/en/film_room/02e9686b-4d3b-4903-b57d-82a5d090fca0'}",2
"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T21:30:00,2823.323,5897.497,"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12511,47.00868333333333,50.94205,2023,"{'id': '353', 'name': 'Estadio Couto Pereira', 'pitchLength': 109.0, 'pitchWidth': 72.0}",2.802,2840.974,"{'fps': 29.97, 'id': '9429', 'videoUrl': 'epitome-staging.pff.com/en/film_room/98e12f15-b192-4cf0-9b79-ea94ceffd19a'}",2
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-22T21:30:00,3006.573,6325.592,"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}",False,12512,50.04226666666667,55.01834999999999,2023,"{'id': '351', 'name': 'Arena Pantanal', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.037,3024.491,"{'fps': 29.97, 'id': '9424', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a03dd469-5161-43e4-8a47-c3ce1dff326c'}",2
"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T22:00:00,3059.693,6248.715,"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}",False,12513,50.97153333333334,53.00911666666666,2023,"{'id': '375', 'name': 'Estádio de Hailé Pinheiro', 'pitchLength': 105.0, 'pitchWidth': 68.0}",1.401,3068.168,"{'fps': 29.97, 'id': '9430', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e1a1ee14-264e-478f-87fd-d2798ddc6131'}",2
"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T19:00:00,3121.421,6320.754,"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12514,51.9881,53.19263333333333,2023,"{'id': '365', 'name': 'Estádio São Januário', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.135,3129.196,"{'fps': 29.97, 'id': '9428', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3179bda9-3d15-49fa-967e-25c62fe6e575'}",2
"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#c22a1e', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-23T14:00:00,2946.98,6237.471,"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Home', 'primaryColor': '#c20c18', 'primaryTextColor': '#f8f0e3', 'secondaryColor': '#f8f0e3', 'secondaryTextColor': '#c20c18'}",True,12515,49.010666666666665,54.610166666666665,2023,"{'id': '360', 'name': 'Estadio Beira-Rio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",6.34,2960.861,"{'fps': 29.97, 'id': '9426', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7736d0f4-7105-4aed-be7a-32f6254f1dba'}",2
"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-05-01T23:00:00,2990.323,6195.829,"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12516,49.77419999999999,53.05416666666666,2023,"{'id': '365', 'name': 'Estádio São Januário', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.871,3012.579,"{'fps': 29.97, 'id': '9657', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9d0b2043-4249-44a2-bff9-9a65a6ecb4d8'}",3
"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-29T21:30:00,3016.984,6149.416,"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}",False,12517,50.24025,51.919700000000006,2023,"{'id': '369', 'name': 'Allianz Parque', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.569,3034.234,"{'fps': 29.97, 'id': '9650', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d9b70161-0cf8-404c-a5c7-b711043a971a'}",3
"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-30T21:30:00,3317.15,6480.38,"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}",False,12518,55.23801666666667,52.41575,2023,"{'id': '351', 'name': 'Arena Pantanal', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.869,3335.435,"{'fps': 29.97, 'id': '9655', 'videoUrl': 'epitome-staging.pff.com/en/film_room/cfbdc559-45d3-4b54-b9b4-02b81a5a7538'}",3
"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': '3rd', 'primaryColor': '#00f000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#00f000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-29T21:30:00,3154.354,6478.412,"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12519,52.41741666666666,55.06006666666667,2023,"{'id': '367', 'name': 'Estadio Urbano Caldeira', 'pitchLength': 105.0, 'pitchWidth': 68.0}",9.309,3174.808,"{'fps': 29.97, 'id': '9652', 'videoUrl': 'epitome-staging.pff.com/en/film_room/89b9efe9-2889-4392-8595-1364bb23539b'}",3
"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-30T19:00:00,3174.875,6598.765,"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Home', 'primaryColor': '#c22a1e', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#c22a1e'}",False,12520,51.26515,56.29573333333334,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",98.966,3221.021,"{'fps': 29.97, 'id': '9653', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f012386e-9424-4b3b-9de1-ee9253d38150'}",3
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-29T21:30:00,3232.466,6348.203,"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}",True,12521,53.79156666666666,51.77046666666668,2023,"{'id': '376', 'name': 'Estádio Nabi Abi Chedid', 'pitchLength': 110.0, 'pitchWidth': 68.0}",4.972,3241.975,"{'fps': 29.97, 'id': '9658', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f92cc4cf-1c29-4a9f-a01e-d3f94aa364d1'}",3
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-29T19:30:00,3104.605,6154.087,"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}",False,12522,49.93828333333333,49.93158333333334,2023,"{'id': '355', 'name': 'Arena Castelao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",108.308,3158.192,"{'fps': 29.97, 'id': '9649', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9817f07a-2b81-42ce-a226-041e11979621'}",3
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#005e4f', 'secondaryColor': '#005e4f', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-30T21:30:00,2947.648,6248.682,"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Home', 'primaryColor': '#c20c18', 'primaryTextColor': '#f8f0e3', 'secondaryColor': '#f8f0e3', 'secondaryTextColor': '#c20c18'}",True,12523,49.072966666666666,54.76365,2023,"{'id': '360', 'name': 'Estadio Beira-Rio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.27,2962.863,"{'fps': 29.97, 'id': '9656', 'videoUrl': 'epitome-staging.pff.com/en/film_room/03fe238d-5efa-40b5-9c00-18fe8be77be9'}",3
"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-30T00:00:00,2878.679,6262.563,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12524,47.93683333333333,56.0861,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.469,2897.397,"{'fps': 29.97, 'id': '9654', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0f3fedb3-a481-4398-907f-7d7e40653f40'}",3
"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Away', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-04-29T19:30:00,3012.746,6164.765,"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12525,49.169716666666666,50.95651666666667,2023,"{'id': '353', 'name': 'Estadio Couto Pereira', 'pitchLength': 109.0, 'pitchWidth': 72.0}",62.563,3107.374,"{'fps': 29.97, 'id': '9651', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f2335ce7-50be-493e-9902-71966d1b41d3'}",3
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': '3rd', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-05-07T21:30:00,3163.897,6563.463,"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12526,50.967083333333335,55.9604,2023,"{'id': '359', 'name': 'Arena do Grêmio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",105.872,3205.839,"{'fps': 29.97, 'id': '9871', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3e1ca025-06d5-4e04-a81f-932f4bc63330'}",4
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-05-07T19:00:00,3007.374,6323.156,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}",False,12527,50.02446666666666,55.03948333333334,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",5.906,3020.787,"{'fps': 29.97, 'id': '9867', 'videoUrl': 'epitome-staging.pff.com/en/film_room/adb80b6c-d66f-45eb-963b-230d66f61776'}",4
