awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-08-27T19:00:00,3108.976,6444.144,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12701,50.65231666666667,54.79813333333334,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",69.837,3156.256,"{'fps': 29.97, 'id': '11864', 'videoUrl': 'epitome-staging.pff.com/en/film_room/aad0139e-c3e8-4393-bb66-29e61bf0ff9f'}",21
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-08-27T21:30:00,3141.909,6287.187,"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}",True,12702,51.34746666666667,51.76676666666666,2023,"{'id': '355', 'name': 'Arena Castelao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",61.061,3181.181,"{'fps': 29.97, 'id': '11868', 'videoUrl': 'epitome-staging.pff.com/en/film_room/1256a38b-05a8-406b-82bf-51c86c1ebc3a'}",21
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-08-27T00:00:00,2885.752,5967.134,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12703,48.04526666666666,51.22623333333333,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.036,2893.56,"{'fps': 29.97, 'id': '11796', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e33572b6-dcdb-4077-ba75-8bfa8ab44182'}",21
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-08-27T21:30:00,3175.475,6546.146,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",True,12704,51.8107,54.86096666666666,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",66.833,3254.488,"{'fps': 29.97, 'id': '11866', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e93a35fd-a171-41f9-985f-1ba82c713bca'}",21
"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-08-27T19:00:00,2825.859,6201.335,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': '3rd', 'primaryColor': '#00f000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#00f000'}",False,12705,47.04871666666666,56.06773333333333,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.936,2837.271,"{'fps': 29.97, 'id': '11862', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9cb1c823-dc7d-4934-90ef-e001efcc33e1'}",21
"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Alt', 'primaryColor': '#DC143C', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#DC143C'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T00:00:00,2926.059,6083.55,"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12706,48.623066666666666,52.4252,2023,"{'id': '363', 'name': 'Estádio Olímpico Nilton Santos', 'pitchLength': 105.0, 'pitchWidth': 68.0}",8.675,2938.038,"{'fps': 29.97, 'id': '12171', 'videoUrl': 'epitome-staging.pff.com/en/film_room/54e3b19d-04fe-45c9-b50e-b3bc9d385dd7'}",22
"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T21:30:00,2693.36,5948.315,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}",True,12707,44.8265,54.15359999999999,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.77,2699.099,"{'fps': 29.97, 'id': '12177', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2a3b3678-6c00-45d0-8354-72b477668240'}",22
"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Away', 'primaryColor': '#f8f0e3', 'primaryTextColor': '#c20c18', 'secondaryColor': '#c20c18', 'secondaryTextColor': '#f8f0e3'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-02T19:00:00,3099.799,6385.118,"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}",False,12708,51.533750000000005,54.63575000000001,2023,"{'id': '375', 'name': 'Estádio de Hailé Pinheiro', 'pitchLength': 105.0, 'pitchWidth': 68.0}",7.774,3106.973,"{'fps': 29.97, 'id': '12167', 'videoUrl': 'epitome-staging.pff.com/en/film_room/8e4f1d96-b6f3-4b3d-a700-344b6eab6b38'}",22
"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T14:00:00,2834.201,5867.634,"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",True,12709,47.12658333333333,50.18018333333334,2023,"{'id': '359', 'name': 'Arena do Grêmio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",6.606,2856.823,"{'fps': 29.97, 'id': '12172', 'videoUrl': 'epitome-staging.pff.com/en/film_room/ebe0dd73-1041-446b-8773-97dc8a716419'}",22
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Away', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T21:30:00,2891.825,6082.583,"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}",True,12710,48.14925,53.02358333333333,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.87,2901.168,"{'fps': 29.97, 'id': '12178', 'videoUrl': 'epitome-staging.pff.com/en/film_room/b62ddde3-8b6e-4617-a761-ffa4d4be8ee1'}",22
"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T19:00:00,2889.857,6122.89,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",False,12711,48.109233333333336,53.825500000000005,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.303,2893.36,"{'fps': 29.97, 'id': '12174', 'videoUrl': 'epitome-staging.pff.com/en/film_room/39daabcd-e487-4106-b547-ef68744301d9'}",22
"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Away', 'primaryColor': '#04690f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-27T22:00:00,3648.549,6693.994,"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12712,59.41108333333333,49.928266666666666,2023,"{'id': '370', 'name': 'Estadio do Morumbi', 'pitchLength': 105.0, 'pitchWidth': 68.0}",83.884,3698.298,"{'fps': 29.97, 'id': '12834', 'videoUrl': 'epitome-staging.pff.com/en/film_room/fb7df4fc-08f0-4705-be3f-5ff6630e51ea'}",22
"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-02T19:00:00,2878.912,6068.535,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",True,12713,47.94349999999999,53.0842,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",2.302,2883.483,"{'fps': 29.97, 'id': '12168', 'videoUrl': 'epitome-staging.pff.com/en/film_room/71bc0808-c737-48aa-af19-6249385c91d1'}",22
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T21:30:00,3045.779,6145.045,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': '3rd', 'primaryColor': '#00f000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#00f000'}",False,12714,50.7057,51.24735,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",3.437,3070.204,"{'fps': 29.97, 'id': '12180', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e5b874d8-ba04-4cfb-b00e-d78b009fb7cd'}",22
"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#e31d1a', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0d5aa5'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-03T19:00:00,3165.865,6302.357,"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Home', 'primaryColor': '#870a28', 'primaryTextColor': '#ffffff', 'secondaryColor': '#00613c', 'secondaryTextColor': '#ffffff'}",False,12715,52.696016666666665,52.1792,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.104,3171.605,"{'fps': 29.97, 'id': '12175', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d36e07b7-7d89-4714-b301-f2fb43844b59'}",22
"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': '4th', 'primaryColor': '#87CEFA', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#87CEFA'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-14T00:30:00,3008.385,6217.132,"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Home', 'primaryColor': '#c22a1e', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#c22a1e'}",False,12716,48.93855,52.43489999999999,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",72.072,3071.038,"{'fps': 29.97, 'id': '12267', 'videoUrl': 'epitome-staging.pff.com/en/film_room/c0d8e40c-f152-4589-8bd5-3318b3ff83be'}",23
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Away', 'primaryColor': '#0000CD', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#0000CD'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-14T10:00:00,3077.477,6139.706,"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12717,49.59125,49.780883333333335,2023,"{'id': '367', 'name': 'Estadio Urbano Caldeira', 'pitchLength': 105.0, 'pitchWidth': 68.0}",102.002,3152.853,"{'fps': 29.97, 'id': '12270', 'videoUrl': 'epitome-staging.pff.com/en/film_room/cd9094ce-37a9-4e50-a64f-9dba1e370616'}",23
"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-14T00:30:00,3130.063,6408.876,"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Home', 'primaryColor': '#c20c18', 'primaryTextColor': '#f8f0e3', 'secondaryColor': '#f8f0e3', 'secondaryTextColor': '#c20c18'}",False,12718,50.9148,52.94573333333334,2023,"{'id': '360', 'name': 'Estadio Beira-Rio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",75.175,3232.132,"{'fps': 29.97, 'id': '12268', 'videoUrl': 'epitome-staging.pff.com/en/film_room/45597fbf-b925-4a7a-8ce5-9047c9d62eb4'}",23
"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#870a28', 'secondaryColor': '#870a28', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-16T19:00:00,3332.232,6627.561,"{'id': '516', 'name': 'Vasco da Gama', 'shortName': 'VDG'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12719,54.12801666666667,54.29206666666666,2023,"{'id': '365', 'name': 'Estádio São Januário', 'pitchLength': 105.0, 'pitchWidth': 68.0}",84.551,3370.037,"{'fps': 29.97, 'id': '12351', 'videoUrl': 'epitome-staging.pff.com/en/film_room/595e8259-ff12-41b9-842d-443eab141254'}",23
"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#005e4f', 'secondaryColor': '#005e4f', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-16T00:30:00,2883.35,6196.096,"{'id': '441', 'name': 'Palmeiras', 'shortName': 'PAL'}","{'name': 'Home', 'primaryColor': '#006437', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#006437'}",True,12720,46.93971666666666,53.99064999999999,2023,"{'id': '369', 'name': 'Allianz Parque', 'pitchLength': 105.0, 'pitchWidth': 68.0}",66.967,2956.657,"{'fps': 29.97, 'id': '12298', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9c7325fc-b7e7-439c-9167-0a40e03f29a0'}",23
"{'id': '515', 'name': 'Grêmio', 'shortName': 'GRM'}","{'name': 'Home', 'primaryColor': '#1E90FF', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-15T00:30:00,3079.012,6080.013,"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': '3rd', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}",True,12721,50.049483333333335,49.08455,2023,"{'id': '376', 'name': 'Estádio Nabi Abi Chedid', 'pitchLength': 110.0, 'pitchWidth': 68.0}",76.043,3134.94,"{'fps': 29.97, 'id': '12273', 'videoUrl': 'epitome-staging.pff.com/en/film_room/6642a6c4-dea9-431d-9b33-356086abc68a'}",23
"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-14T22:00:00,3204.304,6567.201,"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Alt', 'primaryColor': '#e31d1a', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#e31d1a'}",False,12722,51.78455,55.14181666666666,2023,"{'id': '355', 'name': 'Arena Castelao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",97.231,3258.692,"{'fps': 29.97, 'id': '12271', 'videoUrl': 'epitome-staging.pff.com/en/film_room/42cf6c8f-ce59-4f72-a212-f15b78844537'}",23
"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#008000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#00f000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-15T23:00:00,3050.918,6210.176,"{'id': '434', 'name': 'Cuiabá', 'shortName': 'CUI'}","{'name': 'Home', 'primaryColor': '#ffff00', 'primaryTextColor': '#339900', 'secondaryColor': '#339900', 'secondaryTextColor': '#ffff00'}",False,12723,49.68636666666667,51.86296666666667,2023,"{'id': '351', 'name': 'Arena Pantanal', 'pitchLength': 105.0, 'pitchWidth': 68.0}",69.736,3098.398,"{'fps': 29.97, 'id': '12295', 'videoUrl': 'epitome-staging.pff.com/en/film_room/1ed785d1-5f5c-42e5-a52b-289451f85c71'}",23
"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Away', 'primaryColor': '#4169E1', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#4169E1'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-14T23:00:00,3258.292,6411.745,"{'id': '433', 'name': 'Coritiba', 'shortName': 'CTB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#04690f', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12724,52.9435,50.5272,2023,"{'id': '353', 'name': 'Estadio Couto Pereira', 'pitchLength': 109.0, 'pitchWidth': 72.0}",81.682,3380.113,"{'fps': 29.97, 'id': '12283', 'videoUrl': 'epitome-staging.pff.com/en/film_room/062c82d1-671d-41f8-8708-c915ad11cce4'}",23
"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-17T00:00:00,2874.608,5968.402,"{'id': '428', 'name': 'Atlético Mineiro', 'shortName': 'ATM'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}",True,12725,47.83728333333333,51.095,2023,"{'id': '349', 'name': 'Mineirao', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.371,2902.702,"{'fps': 29.97, 'id': '12397', 'videoUrl': 'epitome-staging.pff.com/en/film_room/5c81f4b0-549d-462a-ade6-5276cd4232bd'}",23
"{'id': '442', 'name': 'Red Bull Bragantino', 'shortName': 'RBB'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-20T00:30:00,3065.899,6476.81,"{'id': '425', 'name': 'América Mineiro', 'shortName': 'AMM'}","{'name': '3rd', 'primaryColor': '#00f000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#00f000'}",False,12726,49.98665,56.02046666666668,2023,"{'id': '348', 'name': 'Estádio Raimundo Sampaio', 'pitchLength': 105.0, 'pitchWidth': 68.0}",66.7,3115.582,"{'fps': 29.97, 'id': '12514', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3d38f0fc-28ff-4399-922c-20f6ed77366e'}",24
"{'id': '439', 'name': 'Internacional', 'shortName': 'INL'}","{'name': 'Away', 'primaryColor': '#f8f0e3', 'primaryTextColor': '#c20c18', 'secondaryColor': '#c20c18', 'secondaryTextColor': '#f8f0e3'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-21T22:30:00,3448.065,6675.203,"{'id': '426', 'name': 'Athletico Paranaense', 'shortName': 'APR'}","{'name': 'Home', 'primaryColor': '#b0000b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#b0000b'}",False,12727,56.20871666666667,53.22305000000001,2023,"{'id': '352', 'name': 'Arena da Baixada', 'pitchLength': 105.0, 'pitchWidth': 68.0}",75.542,3481.82,"{'fps': 29.97, 'id': '12575', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e381c030-4d55-49bd-a29f-89920a88c336'}",24
"{'id': '443', 'name': 'Santos FC', 'shortName': 'STS'}","{'name': '3rd', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-18T23:00:00,2908.008,6173.273,"{'id': '517', 'name': 'Bahia', 'shortName': 'BAH'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#4169E1', 'secondaryColor': '#ff0000', 'secondaryTextColor': '#ffffff'}",False,12728,46.9108,53.47291666666667,2023,"{'id': '366', 'name': 'Itaipava Arena Fonte Nova', 'pitchLength': 105.0, 'pitchWidth': 68.0}",93.36,2964.898,"{'fps': 29.97, 'id': '12471', 'videoUrl': 'epitome-staging.pff.com/en/film_room/e1302e85-aadf-499f-9322-1f77ebf9acd7'}",24
"{'id': '514', 'name': 'Cruzeiro', 'shortName': 'CRZ'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#0000CD', 'secondaryColor': '#0000CD', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-21T00:30:00,3084.384,6247.114,"{'id': '436', 'name': 'Fluminense FC', 'shortName': 'FMN'}","{'name': 'Home', 'primaryColor': '#870a28', 'primaryTextColor': '#ffffff', 'secondaryColor': '#00613c', 'secondaryTextColor': '#ffffff'}",False,12729,50.11344999999999,51.7729,2023,"{'id': '364', 'name': 'Maracanã', 'pitchLength': 105.0, 'pitchWidth': 68.0}",77.577,3140.74,"{'fps': 29.97, 'id': '12560', 'videoUrl': 'epitome-staging.pff.com/en/film_room/aa426113-022e-4a48-9b08-5792a40880e9'}",24
"{'id': '435', 'name': 'Flamengo', 'shortName': 'FLA'}","{'name': 'Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#c22a1e', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-20T22:00:00,2771.404,5796.563,"{'id': '438', 'name': 'Goiás', 'shortName': 'GOI'}","{'name': 'Home', 'primaryColor': '#005e4f', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#005e4f'}",False,12730,46.089416666666665,50.11678333333334,2023,"{'id': '375', 'name': 'Estádio de Hailé Pinheiro', 'pitchLength': 105.0, 'pitchWidth': 68.0}",6.039,2789.556,"{'fps': 29.97, 'id': '12548', 'videoUrl': 'epitome-staging.pff.com/en/film_room/d754b8e0-756c-4921-92a6-7d516870a4c6'}",24
"{'id': '437', 'name': 'Fortaleza', 'shortName': 'FRT'}","{'name': 'Home', 'primaryColor': '#0d5aa5', 'primaryTextColor': '#ffffff', 'secondaryColor': '#e31d1a', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-21T00:30:00,3004.771,6270.103,"{'id': '444', 'name': 'São Paulo FC', 'shortName': 'SAO'}","{'name': 'Home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#000000'}",False,12731,50.01278333333334,54.08575,2023,"{'id': '370', 'name': 'Estadio do Morumbi', 'pitchLength': 105.0, 'pitchWidth': 68.0}",4.004,3024.958,"{'fps': 29.97, 'id': '12551', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9fa886c6-48c3-4f1a-9176-b1ab5c235601'}",24
"{'id': '430', 'name': 'Botafogo', 'shortName': 'BOT'}","{'name': 'Home', 'primaryColor': '#000000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '42', 'name': 'Brasileiro Série A'}",2023-09-22T23:00:00,3142.642,6365.133,"{'id': '432', 'name': 'Corinthians', 'shortName': 'COR'}","{'name': '2023 Alt', 'primaryColor': '#eff680', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#eff680'}",True,12732,50.98455,52.983,2023,"{'id': '368', 'name': 'Arena Corinthians', 'pitchLength': 105.0, 'pitchWidth': 68.0}",83.569,3186.153,"{'fps': 29.97, 'id': '12587', 'videoUrl': 'epitome-staging.pff.com/en/film_room/6aad8bef-6a37-487c-a6e9-a3a5943bd15d'}",24
